"provincia","id","localidad","partido","municipio","cp","latitud","longitud","id_prov_mstr"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","CAPITAL FEDERAL","","","","","02"
"Buenos Aires","16489","11 DE SEPTIEMBRE","TRES DE FEBRERO","TRES DE FEBRERO","1657","-34.5663143","-58.6183601","06"
"Buenos Aires","18312","12 DE AGOSTO","PERGAMINO","","2701","-33.7823763","-60.5927281","06"
"Buenos Aires","2493","12 DE OCTUBRE","9 DE JULIO","9 DE JULIO","6501","-35.6067772","-60.9175339","06"
"Buenos Aires","32856","13 DE ABRIL","LINCOLN","LINCOLN","6453","","","06"
"Buenos Aires","28200","16 DE JULIO","AZUL","AZUL","7313","-37.2005300","-60.1646870","06"
"Buenos Aires","4409","17 DE AGOSTO","PUAN","PUAN","8129","-37.9101028","-62.9352493","06"
"Buenos Aires","16497","20 DE JUNIO","LA MATANZA","LA MATANZA","1761","-34.7795131","-58.7353099","06"
"Buenos Aires","2464","25 DE MAYO","25 DE MAYO","25 DE MAYO","6660","-35.4330482","-60.1733131","06"
"Buenos Aires","4852","30 DE AGOSTO","TRENQUE LAUQUEN","TRENQUE LAUQUEN","6405","-36.2742641","-62.5449691","06"
"Buenos Aires","33080","30 DE DICIEMBRE","BOLIVAR","BOLIVAR","6511","","","06"
"Buenos Aires","4573","4 DE NOVIEMBRE","ROJAS","","2707","-34.1497078","-60.7929268","06"
"Buenos Aires","5049","9 DE ABRIL","ESTEBAN ECHEVERRIA","ESTEBAN ECHEVERRIA","1776","-34.7565076","-58.4902924","06"
"Buenos Aires","2494","9 DE JULIO","9 DE JULIO","9 DE JULIO","6500","-35.4453163","-60.8866844","06"
"Buenos Aires","33281","9 DE JULIO","CHASCOMUS","CHASCOMUS","7130","","","06"
"Buenos Aires","3723","ABASTO","LA PLATA","LA PLATA","1903","-34.9832916","-58.0928040","06"
"Buenos Aires","3527","ABBOTT","MONTE","MONTE","7228","-35.2815514","-58.8032150","06"
"Buenos Aires","4263","ABEL","PEHUAJO","","6450","-35.6174237","-62.0047019","06"
"Buenos Aires","4602","ABRA DE HINOJO","SAAVEDRA","","8170","-37.7242207","-62.1018999","06"
"Buenos Aires","4695","ACASSUSO","SAN ISIDRO","SAN ISIDRO","1640","-34.4799000","-58.5040000","06"
"Buenos Aires","4779","ACEILAN","TANDIL","","7003","","","06"
"Buenos Aires","4302","ACEVEDO","PERGAMINO","PERGAMINO","2717","-33.7551346","-60.4401436","06"
"Buenos Aires","33533","ACHALAY","LAPRIDA","LAPRIDA","7414","","","06"
"Buenos Aires","32914","ACHAVAL","GENERAL VIAMONTE","GENERAL VIAMONTE","6015","","","06"
"Buenos Aires","28198","ACHUPALLAS","ALBERTI","ALBERTI","6627","-35.1098960","-60.0701930","06"
"Buenos Aires","3063","ADELA","CHASCOMUS","CHASCOMUS","7136","-35.6849316","-57.9530315","06"
"Buenos Aires","4410","ADELA SAENZ","PUAN","","8129","","","06"
"Buenos Aires","2533","ADOLFO ALSINA","ADOLFO ALSINA","","6430","","","06"
"Buenos Aires","2580","ADOLFO GONZALES CHAVES","ADOLFO GONZALES CHAVES","ADOLFO GONZALES CHAVES","7513","-38.0279579","-60.1006660","06"
"Buenos Aires","26305","ADROGUE","ALMIRANTE BROWN","ALMIRANTE BROWN","1846","-34.7989212","-58.3958774","06"
"Buenos Aires","28077","AEROCLUB 25 DE MAYO","25 DE MAYO","25 DE MAYO","6660","-35.4489638","-60.0866252","06"
"Buenos Aires","28076","AEROCLUB BOLIVAR","BOLIVAR","BOLIVAR","6550","-36.1890301","-61.0741639","06"
"Buenos Aires","28075","AEROCLUB CARLOS CASARES","CARLOS CASARES","CARLOS CASARES","6530","-35.6293787","-61.3921874","06"
"Buenos Aires","28083","AEROCLUB GENERAL BELGRANO","GENERAL BELGRANO","GENERAL BELGRANO","7223","-35.7520340","-58.4632924","06"
"Buenos Aires","28094","AEROCLUB GENERAL MADARIAGA","GENERAL MADARIAGA","GENERAL MADARIAGA","7163","-37.0388865","-57.1378104","06"
"Buenos Aires","28080","AEROCLUB LAPRIDA","LAPRIDA","LAPRIDA","7414","-37.5196884","-60.7777909","06"
"Buenos Aires","28074","AEROCLUB PEDRO LURO","VILLARINO","VILLARINO","8148","-39.4552667","-62.6730677","06"
"Buenos Aires","28079","AEROCLUB SALADILLO","SALADILLO","SALADILLO","7260","-35.6062243","-59.8127342","06"
"Buenos Aires","28113","AEROCLUB TRES LOMAS","TRES LOMAS","TRES LOMAS","6409","-36.4438204","-62.8801230","06"
"Buenos Aires","28088","AEROCLUB VERONICA","MAGDALENA","","1917","-35.4008076","-57.3679875","06"
"Buenos Aires","28087","AERODROMO DE AYACUCHO","AYACUCHO","AYACUCHO","7150","-37.1637489","-58.4720450","06"
"Buenos Aires","28095","AERODROMO DE BALCARCE","BALCARCE","BALCARCE","7620","-37.9156456","-58.3454640","06"
"Buenos Aires","28110","AERODROMO DE CARHUE","ADOLFO ALSINA","ADOLFO ALSINA","6430","-37.1938605","-62.7818642","06"
"Buenos Aires","28091","AERODROMO DE CHASCOMUS","CHASCOMUS","CHASCOMUS","7130","-35.5413134","-58.0525311","06"
"Buenos Aires","28120","AERODROMO DE CORONEL SUAREZ","CORONEL SUAREZ","CORONEL SUAREZ","7540","-37.4468383","-61.8920758","06"
"Buenos Aires","28082","AERODROMO DE GONZALES CHAVES","ADOLFO GONZALES CHAVES","ADOLFO GONZALES CHAVES","7513","-38.0293959","-60.1348209","06"
"Buenos Aires","28081","AERODROMO DE LAS FLORES","LAS FLORES","LAS FLORES","7200","-36.0673386","-59.1033503","06"
"Buenos Aires","28078","AERODROMO DE LOBOS","LOBOS","LOBOS","7240","-35.2096148","-59.1376849","06"
"Buenos Aires","28108","AERODROMO DE MIRAMAR","GENERAL ALVARADO","GENERAL ALVARADO","7607","-38.2260938","-57.8717372","06"
"Buenos Aires","28111","AERODROMO DE PIGUE","SAAVEDRA","SAAVEDRA","8170","-37.6057727","-62.3797564","06"
"Buenos Aires","28109","AERODROMO DE PUAN","PUAN","PUAN","8180","-37.5387214","-62.7346296","06"
"Buenos Aires","28084","AERODROMO DE RAUCH","RAUCH","RAUCH","7203","-36.7720390","-59.0579698","06"
"Buenos Aires","28114","AERODROMO DE SAAVEDRA","SAAVEDRA","SAAVEDRA","8174","-37.7496959","-62.3335733","06"
"Buenos Aires","28112","AERODROMO DE SALLIQUELO","SALLIQUELO","SALLIQUELO","6339","-36.7566793","-62.9438983","06"
"Buenos Aires","28097","AERODROMO DE SAN CAYETANO","SAN CAYETANO","SAN CAYETANO","7521","-38.3344127","-59.6305750","06"
"Buenos Aires","28072","AERODROMO DE STROEDER","PATAGONES","CARMEN DE PATAGONES","8508","-40.2106526","-62.6201918","06"
"Buenos Aires","32623","AEROP SAN LUIS","PATAGONES","CARMEN DE PATAGONES","8142","","","06"
"Buenos Aires","28096","AEROPUERTO DE VILLA GESELL","VILLA GESELL","VILLA GESELL","7165","-37.2349085","-57.0297455","06"
"Buenos Aires","16464","AEROPUERTO EZEIZA","EZEIZA","EZEIZA","1802","-34.8128216","-58.5521650","06"
"Buenos Aires","28232","AGOTE","MERCEDES","MERCEDES","6600","-34.6414160","-59.3544920","06"
"Buenos Aires","2712","AGUARA","BAHIA BLANCA","","8105","","","06"
"Buenos Aires","4303","AGUAS CORRIENTES","PERGAMINO","","2701","","","06"
"Buenos Aires","28050","AGUAS VERDES","LA COSTA","LA COSTA","7112","-36.6371259","-56.6848594","06"
"Buenos Aires","4519","AGUIRREZABALA","RAMALLO","","2915","","","06"
"Buenos Aires","2465","AGUSTIN MOSCONI","25 DE MAYO","25 DE MAYO","6667","-35.7392170","-60.5590635","06"
"Buenos Aires","3683","AGUSTIN ROCA","JUNIN","JUNIN","6001","-34.5056343","-60.8589859","06"
"Buenos Aires","3684","AGUSTINA","JUNIN","JUNIN","6001","-34.4563866","-61.0731926","06"
"Buenos Aires","4264","ALAGON","PEHUAJO","","6463","","","06"
"Buenos Aires","3648","ALAMOS","GUAMINI","","6437","-36.8990175","-62.3602697","06"
"Buenos Aires","3884","ALASTUEY","LUJAN","","6703","-34.4620750","-59.1743952","06"
"Buenos Aires","4265","ALBARIÑO","PEHUAJO","","6405","","","06"
"Buenos Aires","3801","ALBERDI VIEJO","LEANDRO N ALEM","LEANDRO N ALEM","6034","-34.4418900","-61.8463201","06"
"Buenos Aires","2586","ALBERTI","ALBERTI","ALBERTI","6634","-35.0333585","-60.2792591","06"
"Buenos Aires","4411","ALDEA SAN ANDRES","PUAN","","8126","","","06"
"Buenos Aires","3749","ALDECON","GENERAL LA MADRID","","7406","","","06"
"Buenos Aires","16496","ALDO BONZI","LA MATANZA","LA MATANZA","1770","-34.7124441","-58.5138056","06"
"Buenos Aires","3593","ALEGRE","GENERAL PAZ","","1987","-35.4521632","-58.2707138","06"
"Buenos Aires","4766","ALEJANDRO KORN","SAN VICENTE","SAN VICENTE","1864","-35.0135125","-58.3865347","06"
"Buenos Aires","2926","ALEJANDRO PETION","CAÑUELAS","CAÑUELAS","1808","-34.9789664","-58.6900166","06"
"Buenos Aires","33514","ALELUYA","BALCARCE","BALCARCE","7621","","","06"
"Buenos Aires","3649","ALFA","GUAMINI","","6437","","","06"
"Buenos Aires","3188","ALFALAD","DAIREAUX","","6555","","","06"
"Buenos Aires","2714","ALFEREZ SAN MARTIN","BAHIA BLANCA","BAHIA BLANCA","8117","-38.6332714","-62.5268281","06"
"Buenos Aires","4740","ALGARROBO","SAN PEDRO","","2935","","","06"
"Buenos Aires","2954","ALGARROBO","CARLOS CASARES","","6531","","","06"
"Buenos Aires","33266","ALMACEN AROSA","CASTELLI","CASTELLI","7114","","","06"
"Buenos Aires","32772","ALMACEN BASSO","SAN PEDRO","SAN PEDRO","2931","","","06"
"Buenos Aires","4304","ALMACEN CASTRO","PERGAMINO","","2751","","","06"
"Buenos Aires","4520","ALMACEN EL CRUCE","RAMALLO","","2751","","","06"
"Buenos Aires","2948","ALMACEN EL DESCANSO","CAPITAN SARMIENTO","CAPITAN SARMIENTO","2752","-34.1012003","-59.7783657","06"
"Buenos Aires","2810","ALMACEN LA COLINA","ARRECIFES","","2740","","","06"
"Buenos Aires","4305","ALMACEN PIATTI","PERGAMINO","","2711","","","06"
"Buenos Aires","4386","ALMIRANTE IRIZAR","PILAR","","1629","","","06"
"Buenos Aires","3116","ALMIRANTE SOLIER","CORONEL ROSALES","CORONEL ROSALES","8109","-38.8835782","-62.0681459","06"
"Buenos Aires","2801","ALSINA","BARADERO","BARADERO","2938","-33.9096038","-59.3882017","06"
"Buenos Aires","4603","ALTA VISTA","SAAVEDRA","","8170","-37.6481634","-62.6995005","06"
"Buenos Aires","4106","ALTAMIRA","MERCEDES","","6601","-34.6697198","-59.3676678","06"
"Buenos Aires","28205","ALTAMIRANO","BRANDSEN","BRANDSEN","1986","-35.3618130","-58.1511090","06"
"Buenos Aires","27816","ALTO LOS CARDALES","CAMPANA","CAMPANA","2814","-34.3160244","-58.9784575","06"
"Buenos Aires","4981","ALTO VERDE","ZARATE","","2801","","","06"
"Buenos Aires","4811","ALTONA","TAPALQUE","","7303","-36.4742520","-60.1230200","06"
"Buenos Aires","28139","ALTOS DEL CAÑADON","EXALTACION DE LA CRUZ","EXALTACION DE LA CRUZ","2812","-34.3319984","-59.1025684","06"
"Buenos Aires","33049","ALVAREZ","PEHUAJO","PEHUAJO","6450","","","06"
"Buenos Aires","4617","ALVAREZ DE TOLEDO","SALADILLO","SALADILLO","7267","-35.6391609","-59.6292383","06"
"Buenos Aires","18483","ALVAREZ JONTE","PUNTA INDIO","","1921","-35.3227800","-57.4490769","06"
"Buenos Aires","4220","ALVARO BARROS","OLAVARRIA","","7403","","","06"
"Buenos Aires","2581","ALZAGA","ADOLFO GONZALES CHAVES","","7021","-37.8599961","-59.9723020","06"
"Buenos Aires","2497","AMALIA","9 DE JULIO","","6516","-35.4845957","-61.0220827","06"
"Buenos Aires","3009","AMBROSIO P LEZICA","PATAGONES","","8508","","","06"
"Buenos Aires","4554","AMERICA","RIVADAVIA","RIVADAVIA","6237","-35.4900208","-62.9720230","06"
"Buenos Aires","24840","AMERICA UNIDA","PRESIDENTE PERON","PRESIDENTE PERON","1862","-34.8861976","-58.4173348","06"
"Buenos Aires","4138","ANASAGASTI","NAVARRO","","6607","-35.0077679","-59.3895958","06"
"Buenos Aires","4266","ANCON","PEHUAJO","","6451","-35.5753978","-61.8404040","06"
"Buenos Aires","3189","ANDANT","DAIREAUX","DAIREAUX","6555","-36.5592101","-62.1371406","06"
"Buenos Aires","18273","ANDERSON","ALBERTI","","6621","-35.2804621","-60.2623525","06"
"Buenos Aires","4156","ANEQUE GRANDE","NECOCHEA","","7011","","","06"
"Buenos Aires","3747","ANGEL ETCHEVERRY","LA PLATA","LA PLATA","1901","-35.0282379","-58.0697774","06"
"Buenos Aires","3861","ANTONIO CARBONI","LOBOS","LOBOS","7243","-35.2009239","-59.3480606","06"
"Buenos Aires","2678","ANTONIO DE LOS HEROS","AZUL","","7305","-36.3480888","-59.7927440","06"
"Buenos Aires","33011","ANTONIO DELGADO","LOBOS","LOBOS","7240","","","06"
"Buenos Aires","3136","APARICIO","CORONEL DORREGO","CORONEL DORREGO","8158","-38.6229630","-60.8826485","06"
"Buenos Aires","3730","ARANA","LA PLATA","LA PLATA","1909","-34.9968650","-57.8911743","06"
"Buenos Aires","2534","ARANO","ADOLFO ALSINA","","6443","-37.0475581","-63.2675882","06"
"Buenos Aires","2466","ARAUJO","25 DE MAYO","","6643","-35.3057503","-60.3271855","06"
"Buenos Aires","3190","ARBOLEDAS","DAIREAUX","DAIREAUX","6557","-36.8827709","-61.4878179","06"
"Buenos Aires","33153","ARBOLITO","DAIREAUX","DAIREAUX","6555","","","06"
"Buenos Aires","3908","ARBUCO","MAGDALENA","","1915","","","06"
"Buenos Aires","3811","ARENAZA","LINCOLN","LINCOLN","6075","-34.9855284","-61.7735196","06"
"Buenos Aires","3862","AREVALO","LOBOS","","7243","-35.1677161","-59.2320069","06"
"Buenos Aires","28248","ARGERICH","VILLARINO","VILLARINO","8134","-38.7733160","-62.6052150","06"
"Buenos Aires","2679","ARIEL","AZUL","","7301","-36.5326727","-59.9169033","06"
"Buenos Aires","4604","ARQUEDAS","SAAVEDRA","","8164","","","06"
"Buenos Aires","2811","ARRECIFES","ARRECIFES","ARRECIFES","2740","-34.0645911","-60.1025564","06"
"Buenos Aires","3510","ARRIBEÑOS","GENERAL ARENALES","GENERAL ARENALES","6007","-34.2094612","-61.3583260","06"
"Buenos Aires","4605","ARROYO AGUAS BLANCAS","SAAVEDRA","","8174","","","06"
"Buenos Aires","4982","ARROYO AGUILA NEGRA","ZARATE","","2800","","","06"
"Buenos Aires","2907","ARROYO ALELI","CAMPANA","","2805","","","06"
"Buenos Aires","4983","ARROYO BOTIJA FALSA","ZARATE","","2800","","","06"
"Buenos Aires","4741","ARROYO BURGOS","ARRECIFES","","2935","","","06"
"Buenos Aires","3231","ARROYO CANELON","ESCOBAR","","1625","-34.2960600","-58.7541300","06"
"Buenos Aires","2908","ARROYO CARABELITAS","CAMPANA","","2805","","","06"
"Buenos Aires","4157","ARROYO CHICO","NECOCHEA","","7011","","","06"
"Buenos Aires","4606","ARROYO CORTO","SAAVEDRA","SAAVEDRA","8172","-37.5116997","-62.3141823","06"
"Buenos Aires","28153","ARROYO DE LA CRUZ","EXALTACION DE LA CRUZ","EXALTACION DE LA CRUZ","2813","-34.3336600","-59.1151510","06"
"Buenos Aires","2949","ARROYO DE LUNA","CAPITAN SARMIENTO","","2752","-34.1730210","-59.9834410","06"
"Buenos Aires","28295","ARROYO DEL MEDIO","PERGAMINO","PERGAMINO","2715","-33.5863011","-60.7740406","06"
"Buenos Aires","2853","ARROYO DEL PESCADO","BERISSO","","1923","-34.9000000","-57.7833000","06"
"Buenos Aires","4641","ARROYO DULCE","SALTO","SALTO","2743","-34.1053734","-60.4048653","06"
"Buenos Aires","2909","ARROYO EL AHOGADO","CAMPANA","","2805","","","06"
"Buenos Aires","3650","ARROYO EL CHINGOLO","GUAMINI","","6437","","","06"
"Buenos Aires","4065","ARROYO GRANDE","MAR CHIQUITA","","7174","","","06"
"Buenos Aires","2854","ARROYO LA MAZA","BERISSO","","1923","","","06"
"Buenos Aires","2910","ARROYO LAS CRUCES","CAMPANA","","2805","","","06"
"Buenos Aires","3232","ARROYO LAS ROSAS","ESCOBAR","","1625","","","06"
"Buenos Aires","2911","ARROYO LAS ROSAS","CAMPANA","","2805","","","06"
"Buenos Aires","2677","ARROYO LOS HUESOS","AZUL","","7301","-37.0316854","-59.6043834","06"
"Buenos Aires","2912","ARROYO LOS TIGRES","CAMPANA","","2805","","","06"
"Buenos Aires","4984","ARROYO ÑACURUTU","ZARATE","","2800","","","06"
"Buenos Aires","2913","ARROYO ÑACURUTU CHICO","CAMPANA","","2805","","","06"
"Buenos Aires","4985","ARROYO NEGRO","ZARATE","","2800","","","06"
"Buenos Aires","3117","ARROYO PAREJA","CORONEL ROSALES","CORONEL ROSALES","8111","-38.9159619","-62.0507481","06"
"Buenos Aires","2914","ARROYO PESQUERIA","CAMPANA","","2805","","","06"
"Buenos Aires","32678","ARROYO SECO","PUAN","PUAN","8126","","","06"
"Buenos Aires","2915","ARROYO TAJIBER","CAMPANA","","2805","","","06"
"Buenos Aires","3651","ARROYO VENADO","GUAMINI","","6437","-37.0833211","-62.5384895","06"
"Buenos Aires","2916","ARROYO ZANJON","CAMPANA","","2805","","","06"
"Buenos Aires","33534","ARTALEJOS","LAPRIDA","LAPRIDA","7414","","","06"
"Buenos Aires","3724","ARTURO SEGUI","LA PLATA","LA PLATA","1895","-34.8875961","-58.1294060","06"
"Buenos Aires","2535","ARTURO VATTEONE","ADOLFO ALSINA","","6433","-37.1781130","-62.8597397","06"
"Buenos Aires","2876","ASAMBLEA","BRAGADO","","6640","-35.2273290","-60.4187124","06"
"Buenos Aires","3511","ASCENCION","GENERAL ARENALES","GENERAL ARENALES","6003","-34.2368759","-61.1036139","06"
"Buenos Aires","4267","ASTURIAS","PEHUAJO","","6469","-36.1725406","-61.8763602","06"
"Buenos Aires","3191","ATAHUALPA","DAIREAUX","","6471","","","06"
"Buenos Aires","3909","ATALAYA","MAGDALENA","MAGDALENA","1913","-35.0242797","-57.5323253","06"
"Buenos Aires","33449","ATALAYA","AZUL","AZUL","7300","","","06"
"Buenos Aires","3092","ATILIO PESSAGNO","LEZAMA","LEZAMA","7135","-35.8029530","-57.7885146","06"
"Buenos Aires","4986","ATUCHA","ZARATE","","2808","-33.9810008","-59.2881323","06"
"Buenos Aires","2458","AVELLANEDA","AVELLANEDA","AVELLANEDA","1870","-34.6591873","-58.3693695","06"
"Buenos Aires","33059","AVELLANEDA","HIPOLITO YRIGOYEN","HIPOLITO YRIGOYEN","6465","","","06"
"Buenos Aires","2536","AVESTRUZ","ADOLFO ALSINA","","8183","-37.6594300","-63.3537200","06"
"Buenos Aires","2666","AYACUCHO","AYACUCHO","AYACUCHO","7150","-37.1495590","-58.4752998","06"
"Buenos Aires","4655","AZCUENAGA","SAN ANDRES DE GILES","SAN ANDRES DE GILES","6721","-34.3646088","-59.3754387","06"
"Buenos Aires","4413","AZOPARDO","PUAN","PUAN","8181","-37.6997375","-62.8958931","06"
"Buenos Aires","33276","AZOTEA GRANDE","LEZAMA","LEZAMA","7116","","","06"
"Buenos Aires","2680","AZUL","AZUL","AZUL","7300","-36.7870293","-59.8606682","06"
"Buenos Aires","2498","BACACAY","9 DE JULIO","","6516","-35.6512789","-61.0270281","06"
"Buenos Aires","4555","BADANO","RIVADAVIA","","6403","-35.8028347","-63.1561072","06"
"Buenos Aires","33201","BAGLIVO","LOBERIA","LOBERIA","7635","","","06"
"Buenos Aires","16353","BAHIA BLANCA","BAHIA BLANCA","BAHIA BLANCA","8000","-38.7146797","-62.2790451","06"
"Buenos Aires","28173","BAHIA SAN BLAS","PATAGONES","CARMEN DE PATAGONES","8506","-40.5536810","-62.2359210","06"
"Buenos Aires","4911","BAIGORRITA","GENERAL VIAMONTE","GENERAL VIAMONTE","6013","-34.7468948","-60.9876785","06"
"Buenos Aires","3118","BAJO HONDO","CORONEL ROSALES","CORONEL ROSALES","8115","-38.7647705","-61.9209671","06"
"Buenos Aires","32620","BALBUENA","PATAGONES","CARMEN DE PATAGONES","8142","","","06"
"Buenos Aires","28066","BALNEARIO ARENAS VERDES","LOBERIA","LOBERIA","7631","-38.5415999","-58.5607066","06"
"Buenos Aires","2615","BALNEARIO ATLANTIDA","MAR CHIQUITA","MAR CHIQUITA","7607","-37.8505519","-57.5134596","06"
"Buenos Aires","2616","BALNEARIO CAMET NORTE","MAR CHIQUITA","MAR CHIQUITA","7607","-37.8224325","-57.4974693","06"
"Buenos Aires","4939","BALNEARIO CHAPALCO","VILLARINO","VILLARINO","8132","-38.6445340","-63.0961001","06"
"Buenos Aires","4679","BALNEARIO CLAROMECO","TRES ARROYOS","TRES ARROYOS","7505","-38.7973744","-60.1076230","06"
"Buenos Aires","2617","BALNEARIO FRENTE MAR","MAR CHIQUITA","MAR CHIQUITA","7607","-37.8577702","-57.5154242","06"
"Buenos Aires","2618","BALNEARIO LA BALIZA","MAR CHIQUITA","MAR CHIQUITA","7607","-37.7697388","-57.4508201","06"
"Buenos Aires","2619","BALNEARIO LA CALETA","MAR CHIQUITA","MAR CHIQUITA","7609","-37.7834385","-57.4647864","06"
"Buenos Aires","28028","BALNEARIO LA CHIQUITA","VILLARINO","VILLARINO","8146","-39.5886000","-62.1028000","06"
"Buenos Aires","34348","BALNEARIO LAGUNA COCHICO","GUAMINI","GUAMINI","6435","","","06"
"Buenos Aires","4158","BALNEARIO LOS ANGELES","NECOCHEA","NECOCHEA","7641","-38.6681715","-59.0051059","06"
"Buenos Aires","33804","BALNEARIO LOS POCITOS","PATAGONES","CARMEN DE PATAGONES","8508","-40.4339940","-62.4242300","06"
"Buenos Aires","34351","BALNEARIO MAGDALENA","MAGDALENA","MAGDALENA","1913","","","06"
"Buenos Aires","4447","BALNEARIO MAR CHIQUITA","MAR CHIQUITA","MAR CHIQUITA","7609","-37.7462582","-57.4274479","06"
"Buenos Aires","2620","BALNEARIO MAR DE COBO","MAR CHIQUITA","MAR CHIQUITA","7609","-37.7768000","-57.4556590","06"
"Buenos Aires","28214","BALNEARIO MARISOL","CORONEL DORREGO","CORONEL DORREGO","8153","-38.9221220","-60.5347290","06"
"Buenos Aires","4875","BALNEARIO OCEANO","TRES ARROYOS","","7511","-38.8963308","-60.3418376","06"
"Buenos Aires","28247","BALNEARIO ORENSE","TRES ARROYOS","TRES ARROYOS","7511","-38.8073960","-59.7376550","06"
"Buenos Aires","3119","BALNEARIO PARADA","CORONEL ROSALES","CORONEL ROSALES","8109","-38.9121402","-62.0726575","06"
"Buenos Aires","2621","BALNEARIO PLAYA DORADA","MAR CHIQUITA","MAR CHIQUITA","7607","-37.8730953","-57.5218899","06"
"Buenos Aires","4940","BALNEARIO SAN ANTONIO","VILLARINO","","8132","","","06"
"Buenos Aires","28245","BALNEARIO SAN CAYETANO","SAN CAYETANO","SAN CAYETANO","7521","-38.7479190","-59.4310820","06"
"Buenos Aires","4066","BALNEARIO SANTA ELENA","MAR CHIQUITA","MAR CHIQUITA","7609","-37.8649004","-57.5169016","06"
"Buenos Aires","28234","BALNEARIO SAUCE GRANDE","MONTE HERMOSO","MONTE HERMOSO","8153","-38.9919000","-61.2111270","06"
"Buenos Aires","3812","BALSA","LINCOLN","","6070","-34.8117103","-61.6590355","06"
"Buenos Aires","3628","BANDERALO","GENERAL VILLEGAS","GENERAL VILLEGAS","6244","-35.0152893","-63.3744431","06"
"Buenos Aires","16448","BANFIELD","LOMAS DE ZAMORA","LOMAS DE ZAMORA","1828","-34.7379027","-58.4406754","06"
"Buenos Aires","2802","BARADERO","BARADERO","BARADERO","2942","-33.8126411","-59.5053978","06"
"Buenos Aires","2822","BARKER","BENITO JUAREZ","BENITO JUAREZ","7005","-37.6362963","-59.3905487","06"
"Buenos Aires","4590","BARRIENTOS","ROQUE PEREZ","","7247","","","06"
"Buenos Aires","4096","BARRIO BERNASCONI","MARCOS PAZ","MARCOS PAZ","1727","-34.8092470","-58.8579120","06"
"Buenos Aires","4097","BARRIO EL MARTILLO","MARCOS PAZ","MARCOS PAZ","1727","-34.8149320","-58.8793050","06"
"Buenos Aires","4098","BARRIO EL MORO","MARCOS PAZ","MARCOS PAZ","1727","-34.8122720","-58.8586410","06"
"Buenos Aires","28537","BARRIO EL PORVENIR","GENERAL RODRIGUEZ","GENERAL RODRIGUEZ","1748","-34.7178852","-59.0582815","06"
"Buenos Aires","4452","BARRIO ESTACION CHAPADMALAL","GENERAL PUEYRREDON","GENERAL PUEYRREDON","7605","-38.0367277","-57.7129897","06"
"Buenos Aires","4100","BARRIO LA LONJA","MARCOS PAZ","MARCOS PAZ","1727","-34.8123570","-58.8439700","06"
"Buenos Aires","4102","BARRIO MARTIN FIERRO","MARCOS PAZ","MARCOS PAZ","1727","-34.7868180","-58.8203280","06"
"Buenos Aires","28011","BARRIO OFICIALES G SAN MARTIN","GENERAL SAN MARTIN","GENERAL SAN MARTIN","1650","-34.5680610","-58.5825620","06"
"Buenos Aires","16447","BARRIO PARQUE LELOIR","ITUZAINGO","ITUZAINGO","1713","-34.6281890","-58.6911500","06"
"Buenos Aires","28546","BARRIO SANTA ROSA","MARCOS PAZ","MARCOS PAZ","1727","-34.9415040","-58.7622180","06"
"Buenos Aires","28044","BARRIO STA MARTA L DE LA TORRE","MARCOS PAZ","MARCOS PAZ","1727","-34.9080610","-58.7054121","06"
"Buenos Aires","28043","BARRIO TORCHIARO","MARCOS PAZ","MARCOS PAZ","1727","-34.7736660","-58.7929801","06"
"Buenos Aires","4103","BARRIO URIOSTE","MARCOS PAZ","MARCOS PAZ","1727","-34.8311490","-58.8300840","06"
"Buenos Aires","18270","BASE AERONAVAL CMTE ESPORA","BAHIA BLANCA","","8107","-38.7348330","-62.1591110","06"
"Buenos Aires","28089","BASE AERONAVAL PUNTA INDIO","PUNTA INDIO","PUNTA INDIO","1919","-35.3501839","-57.2902710","06"
"Buenos Aires","2681","BASE NAVAL AZOPARDO","AZUL","","7301","-37.0023810","-59.7518590","06"
"Buenos Aires","3221","BASE NAVAL RIO SANTIAGO","ENSENADA","","1929","-34.8443998","-57.8957598","06"
"Buenos Aires","4449","BATAN","GENERAL PUEYRREDON","GENERAL PUEYRREDON","7601","-38.0086212","-57.7085500","06"
"Buenos Aires","3120","BATERIAS","CORONEL ROSALES","CORONEL ROSALES","8113","-38.9399596","-61.9550595","06"
"Buenos Aires","3170","BATHURST ESTACION","CORONEL SUAREZ","CORONEL SUAREZ","7540","-37.5758514","-61.8193422","06"
"Buenos Aires","2589","BAUDRIX","ALBERTI","","6643","-35.2406789","-60.3015063","06"
"Buenos Aires","3813","BAYAUCA","LINCOLN","LINCOLN","6078","-34.8680003","-61.2876335","06"
"Buenos Aires","4696","BECCAR","SAN ISIDRO","SAN ISIDRO","1643","-34.4632110","-58.5250054","06"
"Buenos Aires","32778","BELADRICH","SAN PEDRO","SAN PEDRO","2935","","","06"
"Buenos Aires","3235","BELEN DE ESCOBAR","ESCOBAR","ESCOBAR","1625","-34.3450203","-58.7936554","06"
"Buenos Aires","16522","BELLA VISTA","SAN MIGUEL","SAN MIGUEL","1661","-34.5661494","-58.6877045","06"
"Buenos Aires","32839","BELLA VISTA","CARLOS TEJEDOR","CARLOS TEJEDOR","6455","","","06"
"Buenos Aires","33056","BELLA VISTA","HIPOLITO YRIGOYEN","HIPOLITO YRIGOYEN","6465","","","06"
